Customer ID,Name,SIC_Code,Country,Parent,FacID,PD,LGD,Type,Start_date,Maturity_date,Limit,Drawn_balance,Margin,Fee,Currency,IFRS_Stage,Turnover
1000158,Customer 1000158,07210,GB,,1000182,0.2048,0.73,Loan,8/11/2022,11/9/2027,196000,196000,0.0309,0.0050,GBP,1,50000000
1000159,Customer 1000159,07210,GB,,1000183,0.0002,0.16,Loan,3/29/2022,12/17/2027,240000,240000,0.0426,0.0050,GBP,1,97000000
1000160,Customer 1000160,07210,GB,,1000184,0.0512,0.21,Loan,7/5/2022,8/21/2028,452000,452000,0.0215,0.0050,GBP,1,83000000
1000161,Customer 1000161,07210,GB,,1000185,0.1024,0.35,Loan,9/21/2022,2/23/2027,338000,338000,0.0218,0.0050,GBP,1,178000000
1000162,Customer 1000162,07210,GB,,1000186,0.0008,0.49,Loan,2/12/2023,7/12/2026,283000,283000,0.0408,0.0050,GBP,1,75000000
1000163,Customer 1000163,07210,GB,,1000187,0.0004,0.75,Loan,10/1/2022,2/23/2027,169000,169000,0.0206,0.0050,GBP,1,160000000
1000164,Customer 1000164,07210,GB,,1000188,0.0002,0.45,Loan,1/4/2023,1/13/2029,488000,488000,0.0166,0.0050,GBP,1,107000000
1000165,Customer 1000165,07210,GB,,1000189,0.0004,0.64,Loan,10/23/2022,5/9/2028,101000,101000,0.0281,0.0050,GBP,1,86000000
1000166,Customer 1000166,07210,GB,,1000190,0.2048,0.4,Loan,6/13/2022,6/14/2027,112000,112000,0.0241,0.0050,GBP,1,88000000
1000167,Customer 1000167,07210,GB,,1000191,0.0008,0.32,Loan,7/11/2022,12/2/2027,443000,443000,0.0305,0.0050,GBP,1,118000000
1000168,Customer 1000168,07210,GB,,1000192,0.0002,0.56,Loan,1/28/2023,2/12/2028,323000,323000,0.0392,0.0050,GBP,1,112000000
1000169,Customer 1000169,07210,GB,,1000193,0.0002,0.23,Loan,8/14/2022,8/29/2028,202000,202000,0.0365,0.0050,GBP,1,14000000
1000170,Customer 1000170,07210,GB,,1000194,0.0002,0.39,Loan,1/21/2023,8/29/2027,139000,139000,0.0408,0.0050,GBP,1,114000000
1000171,Customer 1000171,07210,GB,,1000195,0.0128,0.35,Loan,12/19/2022,9/14/2028,173000,173000,0.0335,0.0050,GBP,1,54000000
1000172,Customer 1000172,07210,GB,,1000196,0.0032,0.32,Loan,4/12/2022,3/16/2027,313000,313000,0.0374,0.0050,GBP,1,67000000
1000173,Customer 1000173,07210,GB,,1000197,0.0256,0.57,Loan,8/22/2022,1/27/2029,135000,135000,0.0157,0.0050,GBP,1,185000000
1000174,Customer 1000174,07210,GB,,1000198,0.2048,0.22,Loan,3/30/2022,6/5/2028,246000,246000,0.0292,0.0050,GBP,1,185000000
1000175,Customer 1000175,07210,GB,,1000199,0.0016,0.22,Loan,3/6/2022,4/9/2027,219000,219000,0.0293,0.0050,GBP,1,33000000
1000176,Customer 1000176,07210,GB,,1000200,0.0008,0.32,Loan,5/6/2022,11/8/2028,443000,443000,0.033,0.0050,GBP,1,35000000
1000177,Customer 1000177,07210,GB,,1000201,0.0002,0.58,Loan,3/30/2022,3/12/2026,102000,102000,0.0359,0.0050,GBP,1,156000000
1000178,Customer 1000178,07210,GB,,1000202,0.0128,0.2,Loan,7/12/2022,4/7/2026,319000,319000,0.0153,0.0050,GBP,1,174000000
1000179,Customer 1000179,07210,GB,,1000203,0.0004,0.46,Loan,7/14/2022,11/19/2028,401000,401000,0.0257,0.0050,GBP,1,150000000
1000180,Customer 1000180,07210,GB,,1000204,0.0032,0.55,Loan,8/14/2022,4/17/2028,182000,182000,0.0191,0.0050,GBP,1,191000000
1000181,Customer 1000181,07210,GB,,1000205,0.0004,0.28,Loan,12/25/2022,4/8/2027,270000,270000,0.0174,0.0050,GBP,1,170000000
1000182,Customer 1000182,07210,GB,,1000206,0.2048,0.74,Loan,8/23/2022,2/28/2026,172000,172000,0.0305,0.0050,GBP,1,187000000
1000183,Customer 1000183,07210,GB,,1000207,0.0002,0.25,Loan,3/23/2022,11/14/2027,269000,269000,0.0437,0.0050,GBP,1,65000000
1000184,Customer 1000184,07210,GB,,1000208,0.0064,0.21,Loan,3/8/2022,11/22/2028,473000,473000,0.0252,0.0050,GBP,1,84000000
1000185,Customer 1000185,07210,GB,,1000209,0.0064,0.59,Loan,11/16/2022,10/5/2027,224000,224000,0.0153,0.0050,GBP,1,158000000
1000186,Customer 1000186,07210,GB,,1000210,0.0004,0.15,Loan,3/20/2022,7/1/2027,244000,244000,0.0449,0.0050,GBP,1,68000000
1000187,Customer 1000187,07210,GB,,1000211,0.0032,0.58,Loan,6/27/2022,7/24/2028,466000,466000,0.0225,0.0050,GBP,1,158000000
1000188,Customer 1000188,07210,GB,,1000212,0.0064,0.49,Loan,8/25/2022,6/11/2027,226000,226000,0.025,0.0050,GBP,1,88000000
1000189,Customer 1000189,07210,GB,,1000213,0.2048,0.63,Loan,8/14/2022,6/23/2028,228000,228000,0.0247,0.0050,GBP,1,63000000
1000190,Customer 1000190,07210,GB,,1000214,0.0128,0.6,Loan,8/30/2022,10/26/2027,199000,199000,0.0366,0.0050,GBP,1,200000000
1000191,Customer 1000191,07210,GB,,1000215,0.0016,0.48,Loan,9/22/2022,9/11/2027,424000,424000,0.044,0.0050,GBP,1,124000000
1000192,Customer 1000192,07210,GB,,1000216,0.0512,0.34,Loan,8/24/2022,1/11/2028,462000,462000,0.0188,0.0050,GBP,1,26000000
1000193,Customer 1000193,07210,GB,,1000217,0.1024,0.46,Loan,11/6/2022,5/7/2028,380000,380000,0.0331,0.0050,GBP,1,24000000
1000194,Customer 1000194,07210,GB,,1000218,0.0128,0.72,Loan,5/25/2022,7/12/2026,433000,433000,0.0203,0.0050,GBP,1,10000000
1000195,Customer 1000195,07210,GB,,1000219,0.2048,0.57,Loan,7/13/2022,7/13/2028,216000,216000,0.0177,0.0050,GBP,1,144000000
1000196,Customer 1000196,07210,GB,,1000220,0.0008,0.18,Loan,1/27/2023,3/4/2027,268000,268000,0.0193,0.0050,GBP,1,196000000
1000197,Customer 1000197,07210,GB,,1000221,0.0016,0.52,Loan,5/30/2022,2/28/2028,394000,394000,0.0334,0.0050,GBP,1,49000000
1000198,Customer 1000198,07210,GB,,1000222,0.0032,0.17,Loan,4/23/2022,5/11/2028,268000,268000,0.0374,0.0050,GBP,1,33000000
1000199,Customer 1000199,07210,GB,,1000223,0.0512,0.71,Loan,12/27/2022,7/22/2027,382000,382000,0.0235,0.0050,GBP,1,26000000
1000200,Customer 1000200,07210,GB,,1000224,0.0064,0.62,Loan,4/27/2022,11/12/2026,259000,259000,0.0324,0.0050,GBP,1,51000000
1000201,Customer 1000201,07210,GB,,1000225,0.0064,0.42,Loan,6/21/2022,3/3/2026,168000,168000,0.0287,0.0050,GBP,1,15000000
1000202,Customer 1000202,07210,GB,,1000226,0.0064,0.3,Loan,2/6/2023,2/24/2026,457000,457000,0.0354,0.0050,GBP,1,132000000
1000203,Customer 1000203,07210,GB,,1000227,0.1024,0.64,Loan,12/1/2022,4/11/2026,139000,139000,0.0176,0.0050,GBP,1,115000000
1000204,Customer 1000204,07210,GB,,1000228,0.0128,0.18,Loan,11/6/2022,12/4/2028,181000,181000,0.0439,0.0050,GBP,1,200000000
1000205,Customer 1000205,07210,GB,,1000229,0.0032,0.16,Loan,9/11/2022,1/17/2028,419000,419000,0.0361,0.0050,GBP,1,7000000
1000206,Customer 1000206,07210,GB,,1000230,0.0016,0.47,Loan,2/6/2023,5/8/2027,307000,307000,0.0247,0.0050,GBP,1,197000000
1000207,Customer 1000207,07210,GB,,1000231,0.0512,0.62,Loan,12/17/2022,8/2/2026,155000,155000,0.0232,0.0050,GBP,1,197000000
1000208,Customer 1000208,07210,GB,,1000232,0.0128,0.29,Loan,12/7/2022,12/27/2027,332000,332000,0.0343,0.0050,GBP,1,65000000
1000209,Customer 1000209,07210,GB,,1000233,0.0004,0.28,Loan,6/6/2022,9/5/2026,240000,240000,0.019,0.0050,GBP,1,128000000
1000210,Customer 1000210,07210,GB,,1000234,0.0512,0.46,Loan,2/14/2023,2/20/2028,291000,291000,0.0207,0.0050,GBP,1,82000000
1000211,Customer 1000211,07210,GB,,1000235,0.0256,0.34,Loan,4/5/2022,5/2/2028,360000,360000,0.0288,0.0050,GBP,1,164000000
1000212,Customer 1000212,07210,GB,,1000236,0.0256,0.26,Loan,8/28/2022,3/16/2026,159000,159000,0.0321,0.0050,GBP,1,139000000
1000213,Customer 1000213,07210,GB,,1000237,0.0032,0.73,Loan,10/24/2022,5/13/2026,106000,106000,0.0358,0.0050,GBP,1,106000000
1000214,Customer 1000214,07210,GB,,1000238,0.0004,0.64,Loan,1/5/2023,12/21/2026,449000,449000,0.0206,0.0050,GBP,1,193000000
1000215,Customer 1000215,07210,GB,,1000239,0.0032,0.3,Loan,6/23/2022,1/31/2028,324000,324000,0.0249,0.0050,GBP,1,34000000
1000216,Customer 1000216,07210,GB,,1000240,0.0128,0.24,Loan,12/7/2022,8/1/2028,343000,343000,0.0276,0.0050,GBP,1,149000000
1000217,Customer 1000217,07210,GB,,1000241,0.0512,0.51,Loan,2/21/2022,6/9/2028,119000,119000,0.0292,0.0050,GBP,1,188000000
1000218,Customer 1000218,07210,GB,,1000242,0.0064,0.53,Loan,9/24/2022,9/22/2027,134000,134000,0.0273,0.0050,GBP,1,42000000
1000219,Customer 1000219,07210,GB,,1000243,0.2048,0.19,Loan,5/13/2022,8/29/2026,226000,226000,0.0302,0.0050,GBP,1,14000000
1000220,Customer 1000220,07210,GB,,1000244,0.0128,0.75,Loan,9/19/2022,6/29/2026,301000,301000,0.0449,0.0050,GBP,1,15000000
1000221,Customer 1000221,07210,GB,,1000245,0.0008,0.35,Loan,7/27/2022,9/30/2028,273000,273000,0.0269,0.0050,GBP,1,146000000
1000222,Customer 1000222,07210,GB,,1000246,0.0008,0.16,Loan,2/9/2023,6/20/2027,449000,449000,0.0379,0.0050,GBP,1,44000000
1000223,Customer 1000223,07210,GB,,1000247,0.0004,0.56,Loan,11/19/2022,12/1/2026,360000,360000,0.0447,0.0050,GBP,1,118000000
1000224,Customer 1000224,07210,GB,,1000248,0.0128,0.29,Loan,7/5/2022,9/19/2027,313000,313000,0.0427,0.0050,GBP,1,46000000
1000225,Customer 1000225,07210,GB,,1000249,0.0064,0.33,Loan,3/13/2022,6/18/2027,157000,157000,0.0213,0.0050,GBP,1,158000000
1000226,Customer 1000226,07210,GB,,1000250,0.0512,0.73,Loan,9/19/2022,3/27/2026,269000,269000,0.02,0.0050,GBP,1,17000000
1000227,Customer 1000227,07210,GB,,1000251,0.0008,0.31,Loan,12/9/2022,2/11/2029,151000,151000,0.0387,0.0050,GBP,1,181000000
1000228,Customer 1000228,07210,GB,,1000252,0.0512,0.44,Loan,10/18/2022,1/15/2028,204000,204000,0.0404,0.0050,GBP,1,35000000
1000229,Customer 1000229,07210,GB,,1000253,0.0064,0.23,Loan,2/21/2022,5/22/2028,192000,192000,0.016,0.0050,GBP,1,166000000
1000230,Customer 1000230,07210,GB,,1000254,0.0256,0.17,Loan,11/11/2022,12/2/2027,497000,497000,0.0241,0.0050,GBP,1,116000000
1000231,Customer 1000231,07210,GB,,1000255,0.2048,0.52,Loan,4/2/2022,8/11/2028,142000,142000,0.0417,0.0050,GBP,1,55000000
1000232,Customer 1000232,07210,GB,,1000256,0.0002,0.75,Loan,3/21/2022,1/7/2027,142000,142000,0.0345,0.0050,GBP,1,154000000
1000233,Customer 1000233,07210,GB,,1000257,0.2048,0.65,Loan,10/22/2022,7/17/2026,451000,451000,0.0342,0.0050,GBP,1,141000000
1000234,Customer 1000234,07210,GB,,1000258,0.0008,0.23,Loan,3/2/2022,9/7/2026,223000,223000,0.0318,0.0050,GBP,1,31000000
1000235,Customer 1000235,07210,GB,,1000259,0.0256,0.64,Loan,10/19/2022,1/15/2028,305000,305000,0.023,0.0050,GBP,1,165000000
1000236,Customer 1000236,07210,GB,,1000260,0.0004,0.62,Loan,12/19/2022,3/7/2028,158000,158000,0.038,0.0050,GBP,1,122000000
1000237,Customer 1000237,07210,GB,,1000261,0.0256,0.2,Loan,10/1/2022,11/1/2027,341000,341000,0.0417,0.0050,GBP,1,109000000
1000238,Customer 1000238,07210,GB,,1000262,0.0008,0.68,Loan,12/7/2022,1/16/2029,179000,179000,0.028,0.0050,GBP,1,185000000
1000239,Customer 1000239,07210,GB,,1000263,0.0512,0.22,Loan,2/26/2022,10/15/2027,291000,291000,0.0178,0.0050,GBP,1,6000000
1000240,Customer 1000240,07210,GB,,1000264,0.0128,0.24,Loan,3/22/2022,7/15/2028,110000,110000,0.0258,0.0050,GBP,1,30000000
1000241,Customer 1000241,07210,GB,,1000265,0.0008,0.46,Loan,12/17/2022,10/2/2027,106000,106000,0.0317,0.0050,GBP,1,165000000
1000242,Customer 1000242,07210,GB,,1000266,0.0008,0.56,Loan,2/20/2022,11/21/2028,219000,219000,0.0354,0.0050,GBP,1,134000000
1000243,Customer 1000243,07210,GB,,1000267,0.0004,0.39,Loan,11/29/2022,7/5/2028,429000,429000,0.0297,0.0050,GBP,1,118000000
1000244,Customer 1000244,07210,GB,,1000268,0.0032,0.51,Loan,6/16/2022,10/4/2026,447000,447000,0.041,0.0050,GBP,1,163000000
1000245,Customer 1000245,07210,GB,,1000269,0.0256,0.39,Loan,2/18/2023,6/14/2028,438000,438000,0.0428,0.0050,GBP,1,154000000
1000246,Customer 1000246,07210,GB,,1000270,0.0256,0.4,Loan,11/30/2022,6/22/2026,377000,377000,0.0234,0.0050,GBP,1,138000000
1000247,Customer 1000247,07210,GB,,1000271,0.0512,0.41,Loan,10/4/2022,8/1/2027,264000,264000,0.0309,0.0050,GBP,1,127000000
1000248,Customer 1000248,07210,GB,,1000272,0.1024,0.53,Loan,10/5/2022,1/5/2028,314000,314000,0.0297,0.0050,GBP,1,100000000
1000249,Customer 1000249,07210,GB,,1000273,0.0016,0.28,Loan,9/1/2022,2/12/2029,293000,293000,0.0162,0.0050,GBP,1,102000000
1000250,Customer 1000250,07210,GB,,1000274,0.2048,0.25,Loan,1/16/2023,6/10/2026,360000,360000,0.039,0.0050,GBP,1,10000000
1000251,Customer 1000251,07210,GB,,1000275,0.0002,0.47,Loan,5/28/2022,9/7/2027,371000,371000,0.0225,0.0050,GBP,1,101000000
1000252,Customer 1000252,07210,GB,,1000276,0.0512,0.38,Loan,8/27/2022,10/19/2027,130000,130000,0.0246,0.0050,GBP,1,104000000
1000253,Customer 1000253,07210,GB,,1000277,0.0512,0.17,Loan,8/11/2022,6/21/2028,102000,102000,0.0295,0.0050,GBP,1,37000000
1000254,Customer 1000254,07210,GB,,1000278,0.1024,0.69,Loan,4/23/2022,8/24/2028,238000,238000,0.0361,0.0050,GBP,1,51000000
1000255,Customer 1000255,07210,GB,,1000279,0.0008,0.37,Loan,9/10/2022,4/2/2026,446000,446000,0.0297,0.0050,GBP,1,15000000
1000256,Customer 1000256,07210,GB,,1000280,0.0128,0.29,Loan,5/18/2022,9/26/2026,279000,279000,0.0154,0.0050,GBP,1,149000000
1000257,Customer 1000257,07210,GB,,1000281,0.1024,0.28,Loan,6/26/2022,2/23/2026,249000,249000,0.043,0.0050,GBP,1,125000000
1000258,Customer 1000258,07210,GB,,1000282,0.2048,0.22,Loan,6/12/2022,7/11/2026,346000,346000,0.0165,0.0050,GBP,1,137000000
1000259,Customer 1000259,07210,GB,,1000283,0.0032,0.68,Loan,5/9/2022,6/8/2026,203000,203000,0.0236,0.0050,GBP,1,148000000
1000260,Customer 1000260,07210,GB,,1000284,0.0064,0.56,Loan,1/27/2023,7/15/2028,430000,430000,0.0304,0.0050,GBP,1,94000000
1000261,Customer 1000261,07210,GB,,1000285,0.0032,0.35,Loan,4/15/2022,2/15/2029,324000,324000,0.0297,0.0050,GBP,1,10000000
1000262,Customer 1000262,07210,GB,,1000286,0.0128,0.52,Loan,9/29/2022,4/26/2026,247000,247000,0.0234,0.0050,GBP,1,148000000
1000263,Customer 1000263,07210,GB,,1000287,0.0002,0.27,Loan,12/6/2022,1/6/2027,145000,145000,0.0295,0.0050,GBP,1,105000000
1000264,Customer 1000264,07210,GB,,1000288,0.0256,0.63,Loan,1/20/2023,11/30/2028,108000,108000,0.0382,0.0050,GBP,1,177000000
1000265,Customer 1000265,07210,GB,,1000289,0.1024,0.41,Loan,3/16/2022,9/9/2028,296000,296000,0.0442,0.0050,GBP,1,176000000
1000266,Customer 1000266,07210,GB,,1000290,0.2048,0.49,Loan,8/29/2022,7/4/2027,171000,171000,0.0438,0.0050,GBP,1,60000000
1000267,Customer 1000267,07210,GB,,1000291,0.0064,0.66,Loan,1/1/2023,2/16/2029,130000,130000,0.0411,0.0050,GBP,1,78000000
1000268,Customer 1000268,07210,GB,,1000292,0.2048,0.73,Loan,11/26/2022,6/27/2027,288000,288000,0.0256,0.0050,GBP,1,78000000
1000269,Customer 1000269,07210,GB,,1000293,0.0032,0.2,Loan,9/6/2022,4/13/2028,462000,462000,0.0421,0.0050,GBP,1,118000000
1000270,Customer 1000270,07210,GB,,1000294,0.0064,0.63,Loan,3/8/2022,4/11/2027,102000,102000,0.0155,0.0050,GBP,1,55000000
1000271,Customer 1000271,07210,GB,,1000295,0.0032,0.51,Loan,9/5/2022,12/10/2028,372000,372000,0.0414,0.0050,GBP,1,172000000
1000272,Customer 1000272,07210,GB,,1000296,0.1024,0.54,Loan,3/20/2022,1/22/2028,190000,190000,0.0305,0.0050,GBP,1,37000000
1000273,Customer 1000273,07210,GB,,1000297,0.0032,0.15,Loan,6/10/2022,5/8/2026,423000,423000,0.0447,0.0050,GBP,1,117000000
1000274,Customer 1000274,07210,GB,,1000298,0.0512,0.67,Loan,3/16/2022,9/11/2027,389000,389000,0.0268,0.0050,GBP,1,152000000
1000275,Customer 1000275,07210,GB,,1000299,0.0128,0.3,Loan,9/22/2022,3/17/2027,442000,442000,0.0286,0.0050,GBP,1,178000000
